Pneu Scooter Data Log: 8/25/2012 6:39:03 PM
Time [s], DC Voltage [V], DC Current [A], Phase A Current [A], Phase B Current [A], Phase C Current [A], Sensor State [ABC], Flux State [ABC], Sensor Speed [rpm], Flux Speed [rpm], Accel Command [%], Brake Command [%], PWM Magnitude [%], PWM Phase [deg], Q-Axis Current [A], D-Axis Current [A], Sensor V-Index [16-bit], Flux V-Index [16-bit], Fault State, Debug Integer
15.32, 16.22, 0.00, -15.32, 8.14, 7.18, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.60, 15.50, 0, 0, 1, 1500
15.52, 16.33, 0.00, -15.44, 8.18, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.57, 0, 0, 1, 1500
15.62, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.57, 0, 0, 1, 1500
15.65, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.58, 0, 0, 1, 1500
15.80, 16.33, 0.00, -15.42, 8.16, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
15.80, 16.32, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.57, 0, 0, 1, 1500
15.82, 16.25, 0.00, -15.36, 8.14, 7.22, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.59, 0, 0, 1, 1500
15.83, 16.32, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
15.87, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
15.88, 16.32, 0.00, -15.64, 8.24, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
15.96, 16.22, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
15.99, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.01, 16.33, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
16.04, 16.26, 0.00, -15.42, 8.16, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.59, 0, 0, 1, 1500
16.04, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.58, 0, 0, 1, 1500
16.05, 16.27, 0.00, -15.48, 8.18, 7.30, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.08, 16.33, 0.00, -15.58, 8.24, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.59, 0, 0, 1, 1500
16.10, 16.32, 0.00, -15.60, 8.24, 7.36, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.11, 16.33, 0.00, -15.48, 8.18, 7.30, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.59, 0, 0, 1, 1500
16.15, 16.25, 0.00, -15.36, 8.14, 7.22, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.59, 0, 0, 1, 1500
16.16, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.19, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.22, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.22, 16.33, 0.00, -15.58, 8.24, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
16.24, 16.25, 0.00, -15.40, 8.14, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.60, 0, 0, 1, 1500
16.27, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
16.36, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.38, 16.32, 0.00, -15.64, 8.24, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.59, 0, 0, 1, 1500
16.47, 16.27, 0.00, -15.46, 8.18, 7.28, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.59, 0, 0, 1, 1500
16.63, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.66, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
16.68, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.71, 16.32, 0.00, -15.54, 8.20, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.74, 16.27, 0.00, -15.42, 8.16, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.60, 0, 0, 1, 1500
16.75, 16.33, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
16.79, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.80, 16.32, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.82, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.85, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.88, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
16.89, 16.32, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
16.91, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.94, 16.32, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
16.99, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
16.99, 16.22, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
17.00, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.02, 16.22, 0.00, -15.40, 8.14, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
17.04, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.53, 0, 0, 1, 1500
17.05, 16.32, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.10, 16.24, 0.00, -15.40, 8.14, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
17.13, 16.33, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.13, 16.25, 0.00, -15.42, 8.16, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
17.14, 16.33, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.18, 16.27, 0.00, -15.52, 8.22, 7.30, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
17.19, 16.33, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.21, 16.27, 0.00, -15.62, 8.26, 7.36, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
17.24, 16.36, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.25, 16.33, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.27, 16.25, 0.00, -15.36, 8.14, 7.22, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
17.28, 16.32, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.32, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.54, 0, 0, 1, 1500
17.33, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.35, 16.27, 0.00, -15.58, 8.24, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
17.36, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.41, 16.33, 0.00, -15.46, 8.18, 7.28, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.43, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.46, 16.27, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
17.47, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.57, 16.33, 0.00, -15.46, 8.18, 7.28, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
17.57, 16.33, 0.00, -15.32, 8.10, 7.22, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.57, 15.56, 0, 0, 1, 1500
17.57, 16.33, 0.00, -15.42, 8.16, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.57, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.57, 16.33, 0.00, -15.42, 8.16, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.61, 16.38, 0.00, -15.52, 8.22, 7.30, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.61, 16.27, 0.00, -15.68, 8.28, 7.40, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.53, 0, 0, 1, 1500
17.63, 16.25, 0.00, -15.32, 8.10, 7.22, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.55, 0, 0, 1, 1500
17.66, 16.36, 0.00, -15.54, 8.22, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.67, 16.25, 0.00, -15.40, 8.14, 7.26, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.58, 0, 0, 1, 1500
17.69, 16.33, 0.00, -15.52, 8.22, 7.30, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.72, 16.32, 0.00, -15.52, 8.20, 7.32, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.53, 0, 0, 1, 1500
17.74, 16.33, 0.00, -15.48, 8.18, 7.30, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.56, 0, 0, 1, 1500
17.75, 16.32, 0.00, -15.56, 8.22, 7.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.54, 0, 0, 1, 1500
17.77, 16.25, 0.00, -15.36, 8.14, 7.22, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.56, 15.57, 0, 0, 1, 1500
17.78, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.32, 60.28, 0, 0, 129, 1500
17.82, 16.33, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 78.71, 0, 0, 129, 1500
17.83, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 80.96, 0, 0, 129, 1500
17.88, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.17, 0, 0, 129, 1500
17.91, 16.32, 0.00, -81.20, 40.68, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.27, 0, 0, 129, 1500
17.92, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.21, 0, 0, 129, 1500
17.94, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.23, 0, 0, 129, 1500
17.97, 16.33, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.27, 0, 0, 129, 1500
17.99, 16.33, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.26, 0, 0, 129, 1500
18.02, 16.27, 0.00, -81.16, 40.66, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.30, 0, 0, 129, 1500
18.05, 16.25, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.27, 0, 0, 129, 1500
18.06, 16.24, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.26, 0, 0, 129, 1500
18.10, 16.27, 0.00, -80.92, 40.50, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 81.25, 0, 0, 129, 1500
18.11, 16.33, 0.00, -80.68, 40.34, 40.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.22, 0, 0, 129, 1500
18.14, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.22, 0, 0, 129, 1500
18.14, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.22, 0, 0, 129, 1500
18.16, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.23, 0, 0, 129, 1500
18.19, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.29, 0, 0, 129, 1500
18.21, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.21, 0, 0, 129, 1500
18.22, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.22, 0, 0, 129, 1500
18.25, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.25, 0, 0, 129, 1500
18.28, 16.27, 0.00, -81.16, 40.66, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.27, 0, 0, 129, 1500
18.31, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.27, 0, 0, 129, 1500
18.33, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.22, 0, 0, 129, 1500
18.35, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.30, 0, 0, 129, 1500
18.36, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.29, 0, 0, 129, 1500
18.39, 16.30, 0.00, -81.16, 40.66, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.30, 0, 0, 129, 1500
18.42, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.21, 0, 0, 129, 1500
18.42, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.22, 0, 0, 129, 1500
18.44, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.21, 0, 0, 129, 1500
18.47, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.23, 0, 0, 129, 1500
18.50, 16.33, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.27, 0, 0, 129, 1500
18.52, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.23, 0, 0, 129, 1500
18.53, 16.25, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.28, 0, 0, 129, 1500
18.55, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.23, 0, 0, 129, 1500
18.56, 16.27, 0.00, -81.45, 40.76, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.21, 0, 0, 129, 1500
18.61, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.32, 0, 0, 129, 1500
18.61, 16.27, 0.00, -81.45, 40.76, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.25, 0, 0, 129, 1500
18.63, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.26, 0, 0, 129, 1500
18.66, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.23, 0, 0, 129, 1500
18.69, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.24, 0, 0, 129, 1500
18.69, 16.31, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.27, 0, 0, 129, 1500
18.70, 16.25, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.29, 0, 0, 129, 1500
18.74, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.22, 0, 0, 129, 1500
18.75, 16.30, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.27, 0, 0, 129, 1500
18.77, 16.27, 0.00, -81.45, 40.76, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.31, 0, 0, 129, 1500
18.81, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 81.30, 0, 0, 129, 1500
18.81, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.14, 81.25, 0, 0, 129, 1500
18.83, 16.27, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.27, 0, 0, 129, 1500
18.86, 16.25, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.26, 0, 0, 129, 1500
18.88, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.22, 0, 0, 129, 1500
18.91, 16.30, 0.00, -81.85, 40.92, 40.92, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.21, 0, 0, 129, 1500
18.94, 16.33, 0.00, -80.76, 40.34, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 81.34, 0, 0, 129, 1500
18.94, 16.27, 0.00, -81.16, 40.66, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.19, 0, 0, 129, 1500
18.97, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.20, 0, 0, 129, 1500
19.00, 16.33, 0.00, -80.68, 40.34, 40.34, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.24, 0, 0, 129, 1500
19.03, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.17, 81.29, 0, 0, 129, 1500
19.03, 16.27, 0.00, -81.59, 40.50, 41.08, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.21, 0, 0, 129, 1500
19.06, 16.32, 0.00, -81.20, 40.68, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.24, 0, 0, 129, 1500
19.08, 16.27, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.23, 0, 0, 129, 1500
19.09, 16.27, 0.00, -81.26, 40.76, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.26, 0, 0, 129, 1500
19.11, 16.38, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.15, 0, 0, 129, 1500
19.14, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 81.41, 0, 0, 129, 1500
19.16, 16.27, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.25, 81.23, 0, 0, 129, 1500
19.20, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.17, 0, 0, 129, 1500
19.20, 16.25, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.25, 0, 0, 129, 1500
19.22, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.41, 0, 0, 129, 1500
19.23, 16.27, 0.00, -81.16, 40.66, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.29, 0, 0, 129, 1500
19.27, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.26, 0, 0, 129, 1500
19.28, 16.25, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.26, 0, 0, 129, 1500
19.30, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.05, 0, 0, 129, 1500
19.34, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 81.27, 0, 0, 129, 1500
19.34, 16.30, 0.00, -81.22, 40.72, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.25, 0, 0, 129, 1500
19.36, 16.38, 0.00, -80.94, 40.52, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.24, 0, 0, 129, 1500
19.38, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.17, 0, 0, 129, 1500
19.41, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.32, 0, 0, 129, 1500
19.44, 16.25, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.27, 0, 0, 129, 1500
19.47, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.22, 0, 0, 129, 1500
19.47, 16.27, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.25, 0, 0, 129, 1500
19.48, 16.27, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.24, 81.37, 0, 0, 129, 1500
19.50, 16.33, 0.00, -80.84, 40.42, 40.42, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.17, 0, 0, 129, 1500
19.53, 16.32, 0.00, -81.36, 40.68, 40.68, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.18, 0, 0, 129, 1500
19.55, 16.32, 0.00, -81.04, 40.52, 40.52, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.22, 81.28, 0, 0, 129, 1500
19.58, 16.27, 0.00, -81.00, 40.50, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.23, 81.30, 0, 0, 129, 1500
19.59, 16.31, 0.00, -80.92, 40.42, 40.50, 0, 1, 0, 0, 0, 0.0, 0.0, 0.0, -0.21, 81.22, 0, 0, 129, 1500
