Pneu Scooter Data Log: 8/25/2012 6:39:03 PM
Time [s], DC Voltage [V], DC Current [A], Phase A Current [A], Phase B Current [A], Phase C Current [A], Sensor State [ABC], Flux State [ABC], Sensor Speed [rpm], Flux Speed [rpm], Accel Command [%], Brake Command [%], PWM Magnitude [%], PWM Phase [deg], Q-Axis Current [A], D-Axis Current [A], Sensor V-Index [16-bit], Flux V-Index [16-bit], Fault State, Debug Integer
40.89, 15.90, 0.00, -2.63, 5.05, -2.41, 3, 1, 0, 3239, 3271, 0.0, 44.7, 1.4, 4.42, -0.23, 0, 38402, 0, 1019
40.90, 16.03, 0.00, 4.48, -3.22, -1.27, 3, 4, 0, 3213, 3243, 0.0, 45.1, 1.4, 4.65, -0.03, 0, 16465, 0, -55
40.94, 15.94, 0.00, -2.47, -2.99, 5.47, 3, 2, 0, 3188, 3201, 0.0, 44.3, 1.4, 4.75, 0.00, 0, 58512, 0, -1115
40.95, 15.93, 0.00, 2.59, 0.62, -3.22, 3, 1, 0, 3164, 3172, 0.0, 43.5, 1.4, 3.65, 0.43, 0, 30403, 0, 1321
40.97, 15.93, 0.00, 0.34, -4.84, 4.50, 3, 6, 0, 3137, 3111, 0.0, 42.7, 2.8, 4.34, -0.09, 0, 63145, 0, -1288
40.98, 15.93, 0.00, 2.19, 1.05, -3.24, 3, 5, 0, 3114, 3026, 0.0, 41.2, 1.4, 3.80, -0.07, 0, 25528, 0, 1136
41.01, 16.03, 0.00, -5.49, 2.89, 2.59, 3, 3, 0, 3065, 3149, 0.0, 43.5, 1.4, 3.89, -0.02, 0, 48729, 0, -72
41.03, 15.93, 0.00, -0.50, -4.66, 5.17, 3, 6, 0, 3065, 3205, 0.0, 45.1, 1.4, 5.28, 0.24, 0, 3539, 0, -1208
41.04, 15.94, 0.00, -1.59, 4.48, -2.89, 3, 1, 0, 3137, 3111, 0.0, 43.9, 1.4, 5.58, 0.00, 0, 34982, 0, 1209
41.08, 15.93, 0.00, 2.93, -6.15, 3.22, 3, 6, 0, 3137, 3233, 0.0, 45.5, 2.8, 5.07, 0.18, 0, 5284, 0, -1194
41.09, 15.94, 0.00, -4.50, 3.84, 0.66, 3, 3, 0, 3164, 3146, 0.0, 43.5, 2.8, 4.69, -0.20, 0, 42873, 0, 602
41.12, 16.04, 0.00, 1.71, -2.43, 0.72, 3, 4, 0, 3114, 3109, 0.0, 42.3, 1.4, 3.75, -0.15, 0, 10033, 0, -759
41.14, 15.93, 0.00, -2.99, 5.43, -2.43, 3, 1, 0, 3114, 3187, 0.0, 44.3, 1.4, 4.33, 0.35, 0, 37975, 0, 1015
41.17, 15.93, 0.00, 0.62, -4.66, 4.04, 3, 6, 0, 3114, 3124, 0.0, 43.5, 1.4, 4.96, 0.09, 0, 2159, 0, -1274
41.19, 15.92, 0.00, -3.36, 6.73, -3.38, 3, 1, 0, 3137, 3221, 0.0, 45.1, 2.8, 5.27, -0.19, 0, 36517, 0, 1117
41.20, 15.99, 0.00, 1.63, -5.29, 3.66, 3, 4, 0, 3164, 3256, 0.0, 45.5, 2.8, 5.19, 0.39, 0, 8557, 0, -869
41.22, 15.93, 0.00, -7.14, 2.65, 4.48, 3, 3, 0, 3188, 3208, 0.0, 44.7, 2.8, 4.90, 0.24, 0, 49149, 0, -96
41.25, 16.03, 0.00, 2.07, 1.45, -3.52, 3, 5, 0, 3188, 3090, 0.0, 42.3, 1.4, 4.20, -0.35, 0, 24184, 0, 936
41.26, 15.94, 0.00, -1.91, -1.39, 3.30, 3, 2, 0, 3137, 3115, 0.0, 42.3, 1.4, 3.57, -0.15, 0, 58362, 0, -1117
41.28, 15.93, 0.00, 2.29, -1.31, -0.98, 3, 5, 0, 3090, 2996, 0.0, 40.8, 1.4, 3.21, -0.42, 0, 19408, 0, 247
41.29, 15.97, 0.00, 2.47, 0.40, -2.87, 3, 1, 0, 2998, 3017, 0.0, 41.6, 1.4, 3.42, 0.12, 0, 30241, 0, 1245
41.33, 15.88, 0.00, -2.63, 4.08, -1.45, 3, 1, 0, 2976, 2983, 0.0, 41.2, 1.4, 3.93, -0.34, 0, 38955, 0, 1097
41.34, 15.94, 0.00, -5.37, 4.32, 1.05, 3, 3, 0, 2976, 3134, 0.0, 44.3, 1.4, 4.55, 0.30, 0, 46965, 0, 67
41.37, 15.99, 0.00, -1.67, -3.16, 4.82, 3, 2, 0, 3020, 3026, 0.0, 42.7, 1.4, 4.47, 0.72, 0, 60976, 0, -1166
41.39, 15.99, 0.00, 6.85, -5.09, -1.77, 3, 4, 0, 3020, 3170, 0.0, 45.1, 2.8, 5.16, 0.16, 0, 12851, 0, -336
41.40, 15.99, 0.00, -1.67, 4.52, -2.85, 3, 1, 0, 3114, 3098, 0.0, 43.5, 2.8, 5.49, -0.13, 0, 37975, 0, 1045
41.42, 15.93, 0.00, 0.82, -4.04, 3.22, 3, 6, 0, 3090, 3068, 0.0, 42.3, 2.8, 4.59, -0.54, 0, 587, 0, -1323
41.45, 16.04, 0.00, 4.42, 0.06, -4.48, 3, 5, 0, 3090, 3206, 0.0, 44.3, 1.4, 4.47, -0.18, 0, 26968, 0, 1155
41.48, 16.04, 0.00, -2.89, 2.57, 0.32, 3, 2, 0, 3090, 3061, 0.0, 42.3, 1.4, 4.20, 0.22, 0, 52176, 0, -618
41.48, 16.06, 0.00, 1.59, -2.57, 0.98, 3, 4, 0, 3043, 3005, 0.0, 41.2, 1.4, 3.99, -0.22, 0, 8439, 0, -833
41.50, 15.93, 0.00, 2.55, 1.93, -4.48, 3, 5, 0, 3020, 3031, 0.0, 41.9, 1.4, 3.43, 0.26, 0, 23774, 0, 954
41.51, 15.99, 0.00, -1.17, 3.86, -2.69, 3, 1, 0, 2998, 3026, 0.0, 41.9, 2.8, 4.30, -0.16, 0, 36109, 0, 1153
41.54, 15.99, 0.00, -3.96, 2.31, 1.65, 3, 2, 0, 2998, 3080, 0.0, 42.7, 1.4, 4.38, 0.28, 0, 52086, 0, -288
41.56, 15.88, 0.00, 1.27, -6.99, 5.73, 3, 6, 0, 3043, 3166, 0.0, 44.7, 2.8, 5.64, -0.08, 0, 495, 0, -1310
41.59, 15.99, 0.00, 2.85, 1.93, -4.78, 3, 5, 0, 3114, 3136, 0.0, 43.9, 2.8, 5.58, -0.22, 0, 27052, 0, 1123
41.61, 15.94, 0.00, -1.79, -2.31, 4.10, 3, 2, 0, 3114, 3021, 0.0, 41.6, 1.4, 4.29, -0.32, 0, 56772, 0, -976
41.62, 15.99, 0.00, 5.43, -2.55, -2.87, 3, 4, 0, 3090, 3129, 0.0, 43.1, 1.4, 4.01, 0.08, 0, 16045, 0, 24
41.64, 15.94, 0.00, -3.12, 6.33, -3.22, 3, 3, 0, 3090, 3307, 0.0, 46.6, 1.4, 5.18, 0.25, 0, 41253, 0, 750
41.67, 15.99, 0.00, 4.40, -4.16, -0.24, 3, 4, 0, 3164, 3139, 0.0, 44.3, 2.8, 5.69, 0.03, 0, 10105, 0, -802
41.68, 15.85, 0.00, -3.04, 2.23, 0.80, 3, 2, 0, 3188, 3171, 0.0, 43.9, 1.4, 4.50, 0.14, 0, 52272, 0, -424
41.72, 16.01, 0.00, 4.16, 1.61, -5.77, 3, 5, 0, 3188, 3297, 0.0, 46.3, 2.8, 4.89, 0.27, 0, 25744, 0, 1088
41.73, 15.99, 0.00, 2.51, -4.80, 2.29, 3, 6, 0, 3188, 3133, 0.0, 43.5, 2.8, 5.28, -0.41, 0, 2339, 0, -1244
41.76, 15.93, 0.00, -1.11, 2.39, -1.29, 3, 3, 0, 3164, 3087, 0.0, 41.6, 1.4, 3.54, -0.82, 0, 41325, 0, 903
41.76, 15.93, 0.00, 0.46, -2.89, 2.43, 3, 6, 0, 3090, 3115, 0.0, 42.3, 1.4, 3.29, -0.47, 0, 587, 0, -1364
41.78, 15.88, 0.00, 4.40, -1.13, -3.28, 3, 5, 0, 3043, 3178, 0.0, 43.9, 1.4, 4.34, 0.00, 0, 19362, 0, 589
41.81, 15.99, 0.00, -0.58, 2.39, -1.81, 3, 3, 0, 3065, 3026, 0.0, 41.9, 1.4, 4.61, -0.06, 0, 41229, 0, 783
41.82, 15.94, 0.00, -0.02, -4.48, 4.50, 3, 6, 0, 3065, 3084, 0.0, 43.1, 1.4, 4.79, 0.00, 0, 63075, 0, -1288
41.84, 15.93, 0.00, 3.92, 0.32, -4.24, 3, 5, 0, 3090, 3137, 0.0, 43.9, 1.4, 4.69, 0.36, 0, 22432, 0, 927
41.87, 15.94, 0.00, -4.28, 2.07, 2.21, 3, 2, 0, 3114, 3166, 0.0, 44.7, 2.8, 4.85, 0.63, 0, 52200, 0, -565
41.89, 15.92, 0.00, 3.90, 0.30, -4.20, 3, 5, 0, 3164, 3157, 0.0, 43.9, 2.8, 5.16, -0.41, 0, 21028, 0, 612
41.92, 15.99, 0.00, -1.95, 1.29, 0.66, 3, 2, 0, 3137, 3021, 0.0, 41.2, 1.4, 3.68, -0.30, 0, 52222, 0, -401
41.93, 16.01, 0.00, 3.20, -3.22, 0.02, 3, 4, 0, 3065, 3108, 0.0, 42.3, 1.4, 3.70, -0.25, 0, 9961, 0, -862
41.95, 15.93, 0.00, 2.61, 1.25, -3.86, 3, 5, 0, 3043, 3040, 0.0, 41.9, 1.4, 3.94, 0.19, 0, 26807, 0, 1129
41.98, 15.88, 0.00, -1.75, 2.55, -0.80, 3, 3, 0, 3020, 3051, 0.0, 41.9, 1.4, 3.68, -0.14, 0, 42663, 0, 797
42.00, 15.94, 0.00, -3.38, 0.14, 3.24, 3, 2, 0, 2998, 3054, 0.0, 42.7, 1.4, 4.06, 0.38, 0, 55020, 0, -689
42.01, 15.88, 0.00, 1.31, -6.13, 4.82, 3, 6, 0, 2998, 3114, 0.0, 44.7, 2.8, 5.19, 0.55, 0, 1874, 0, -1285
42.03, 15.90, 0.00, 3.28, 1.45, -4.72, 3, 5, 0, 3065, 3075, 0.0, 43.1, 2.8, 5.39, -0.33, 0, 23884, 0, 1020
42.06, 15.88, 0.00, -5.93, 1.11, 4.82, 3, 2, 0, 3114, 3145, 0.0, 43.9, 2.8, 5.16, -0.42, 0, 52200, 0, -462
42.07, 16.01, 0.00, 2.95, -2.39, -0.56, 3, 4, 0, 3090, 3063, 0.0, 41.9, 1.4, 4.39, -0.07, 0, 11509, 0, -478
42.11, 15.93, 0.00, -0.58, 3.94, -3.36, 3, 1, 0, 3065, 3123, 0.0, 43.1, 1.4, 4.00, 0.14, 0, 33307, 0, 1255
42.12, 15.88, 0.00, -3.84, 2.23, 1.61, 3, 2, 0, 3043, 3082, 0.0, 42.7, 1.4, 4.20, 0.22, 0, 52130, 0, -461
42.14, 15.93, 0.00, 1.43, -4.98, 3.56, 3, 6, 0, 3020, 3041, 0.0, 42.3, 1.4, 3.94, 0.07, 0, 1929, 0, -1295
42.15, 15.93, 0.00, 5.29, -2.41, -2.87, 3, 4, 0, 3020, 3087, 0.0, 43.1, 2.8, 4.42, -0.01, 0, 17285, 0, 31
42.17, 15.88, 0.00, 0.06, 3.50, -3.56, 3, 1, 0, 3020, 3131, 0.0, 43.5, 2.8, 4.61, 0.02, 0, 33219, 0, 1298
42.20, 16.01, 0.00, -4.52, 2.89, 1.63, 3, 2, 0, 3043, 3091, 0.0, 43.5, 2.8, 5.28, 0.10, 0, 52130, 0, -584
42.21, 15.88, 0.00, 4.36, -3.24, -1.13, 3, 4, 0, 3065, 3103, 0.0, 43.1, 1.4, 4.57, 0.05, 0, 11461, 0, -537
42.23, 15.94, 0.00, 0.02, 3.04, -3.06, 3, 1, 0, 3065, 3061, 0.0, 42.3, 1.4, 4.02, -0.10, 0, 33307, 0, 1286
42.26, 15.88, 0.00, -3.20, 3.04, 0.16, 3, 2, 0, 3043, 3066, 0.0, 42.3, 1.4, 3.83, 0.15, 0, 52130, 0, -372
42.28, 15.99, 0.00, 0.50, -4.44, 3.94, 3, 6, 0, 3020, 3096, 0.0, 43.1, 1.4, 3.91, 0.15, 0, 64509, 0, -1349
42.29, 15.85, 0.00, 4.60, -4.52, -0.08, 3, 4, 0, 3020, 3143, 0.0, 44.3, 1.4, 4.60, 0.33, 0, 12851, 0, -329
42.32, 15.93, 0.00, -0.66, 3.86, -3.20, 3, 1, 0, 3065, 3040, 0.0, 42.3, 2.8, 5.24, -0.20, 0, 33307, 0, 1256
42.34, 15.99, 0.00, -2.67, -0.58, 3.26, 3, 2, 0, 3065, 3087, 0.0, 42.7, 1.4, 4.38, -0.17, 0, 56652, 0, -1029
42.36, 15.93, 0.00, 4.16, -3.70, -0.46, 3, 4, 0, 3090, 3150, 0.0, 43.9, 1.4, 4.25, 0.23, 0, 14533, 0, -104
42.39, 15.88, 0.00, -3.46, 5.07, -1.61, 3, 1, 0, 3065, 3103, 0.0, 43.1, 1.4, 4.17, 0.09, 0, 39307, 0, 1054
42.40, 15.99, 0.00, -2.79, -0.50, 3.30, 3, 2, 0, 3065, 3053, 0.0, 41.9, 1.4, 4.00, -0.05, 0, 59652, 0, -1152
42.42, 15.90, 0.00, 5.81, -3.24, -2.57, 3, 4, 0, 3043, 3156, 0.0, 44.3, 1.4, 4.22, 0.15, 0, 15884, 0, 15
42.43, 15.94, 0.00, -2.95, 4.64, -1.69, 3, 3, 0, 3137, 3236, 0.0, 46.3, 2.8, 6.27, 0.15, 0, 42834, 0, 533
42.46, 15.88, 0.00, 6.13, -2.27, -3.86, 3, 4, 0, 3188, 3159, 0.0, 44.3, 2.8, 5.62, -0.24, 0, 16381, 0, 50
42.50, 15.99, 0.00, -1.47, -2.15, 3.62, 3, 2, 0, 3188, 3076, 0.0, 41.9, 1.4, 4.15, -0.51, 0, 56952, 0, -980
42.51, 15.93, 0.00, 2.59, 0.60, -3.20, 3, 5, 0, 3137, 3114, 0.0, 42.7, 1.4, 3.52, -0.43, 0, 24059, 0, 932
42.53, 15.93, 0.00, -5.17, 1.77, 3.40, 3, 2, 0, 3114, 3167, 0.0, 43.9, 1.4, 3.94, 0.25, 0, 52200, 0, -482
42.54, 15.99, 0.00, 2.97, -1.93, -1.05, 3, 4, 0, 3090, 3048, 0.0, 41.9, 1.4, 4.07, 0.02, 0, 11509, 0, -584
42.56, 15.88, 0.00, 0.10, 3.12, -3.22, 3, 1, 0, 3065, 3115, 0.0, 43.1, 1.4, 4.22, -0.02, 0, 33307, 0, 1288
42.59, 15.90, 0.00, -3.34, -2.45, 5.79, 3, 2, 0, 3090, 3131, 0.0, 43.9, 1.4, 4.46, 0.29, 0, 58224, 0, -1054
42.60, 15.94, 0.00, 5.41, -1.63, -3.78, 3, 5, 0, 3114, 3131, 0.0, 44.3, 1.4, 4.55, 0.73, 0, 19432, 0, 426
42.64, 15.92, 0.00, -5.05, 2.23, 2.81, 3, 2, 0, 3137, 3173, 0.0, 44.7, 2.8, 5.06, 0.13, 0, 52222, 0, -379
42.65, 15.88, 0.00, 4.52, -0.66, -3.86, 3, 5, 0, 3137, 3166, 0.0, 43.9, 1.4, 4.28, -0.02, 0, 19454, 0, 429
42.70, 15.93, 0.00, -5.41, 2.25, 3.16, 3, 2, 0, 3137, 3187, 0.0, 44.7, 1.4, 4.70, 0.34, 0, 52222, 0, -498
42.70, 15.93, 0.00, 3.52, 1.29, -4.80, 3, 5, 0, 3188, 3180, 0.0, 45.1, 2.8, 5.40, 0.33, 0, 24184, 0, 979
42.71, 16.01, 0.00, 1.27, -5.15, 3.88, 3, 6, 0, 3239, 3243, 0.0, 45.5, 2.8, 5.09, -0.20, 0, 4049, 0, -1236
42.73, 15.99, 0.00, -3.20, 2.31, 0.88, 3, 3, 0, 3188, 3125, 0.0, 43.1, 1.4, 3.51, -0.14, 0, 47589, 0, 14
42.75, 15.94, 0.00, 4.84, -2.43, -2.41, 3, 4, 0, 3164, 3159, 0.0, 43.5, 1.4, 3.78, 0.11, 0, 16297, 0, 75
42.78, 15.99, 0.00, -4.36, 3.54, 0.82, 3, 3, 0, 3114, 3115, 0.0, 43.1, 1.4, 3.96, -0.21, 0, 45849, 0, 148
42.79, 15.94, 0.00, 3.52, -4.20, 0.68, 3, 4, 0, 3114, 3156, 0.0, 43.9, 1.4, 4.17, -0.05, 0, 10033, 0, -672
42.81, 15.94, 0.00, -0.22, 2.47, -2.25, 3, 1, 0, 3090, 3026, 0.0, 41.9, 1.4, 3.86, 0.08, 0, 34867, 0, 1256
42.84, 15.94, 0.00, -2.31, -1.71, 4.02, 3, 2, 0, 3065, 3082, 0.0, 42.7, 1.4, 4.22, 0.23, 0, 58152, 0, -1104
42.85, 15.94, 0.00, 5.07, -1.93, -3.14, 3, 4, 0, 3065, 3042, 0.0, 42.3, 1.4, 4.26, -0.17, 0, 15961, 0, -4
42.87, 15.94, 0.00, -2.23, 5.29, -3.06, 3, 1, 0, 3065, 3131, 0.0, 43.5, 1.4, 4.05, -0.27, 0, 37807, 0, 1067
42.90, 15.88, 0.00, -2.23, -0.02, 2.25, 3, 2, 0, 3043, 3008, 0.0, 41.6, 1.4, 3.65, 0.15, 0, 55108, 0, -703
42.92, 16.14, 0.00, 1.63, -4.36, 2.73, 3, 6, 0, 2998, 2999, 0.0, 41.6, 1.4, 3.96, 0.13, 0, 3341, 0, -1222
42.93, 15.93, 0.00, 4.32, 0.16, -4.48, 3, 5, 0, 3043, 3026, 0.0, 42.3, 2.8, 4.67, 0.15, 0, 19362, 0, 548
42.95, 15.88, 0.00, -2.55, 3.84, -1.29, 3, 3, 0, 3065, 3100, 0.0, 42.7, 1.4, 4.49, -0.62, 0, 41229, 0, 838
42.98, 15.83, 0.00, -1.59, -3.88, 5.47, 3, 2, 0, 3065, 3101, 0.0, 43.1, 1.4, 4.37, 0.18, 0, 61152, 0, -1143
42.99, 15.90, 0.00, 3.56, -2.91, -0.64, 3, 4, 0, 3020, 3059, 0.0, 42.3, 1.4, 4.21, 0.02, 0, 12851, 0, -513
43.03, 15.97, 0.00, 0.46, 3.22, -3.68, 3, 1, 0, 3090, 3111, 0.0, 43.5, 2.8, 5.06, -0.08, 0, 33355, 0, 1305
43.04, 15.93, 0.00, -1.95, -2.89, 4.84, 3, 2, 0, 3090, 3041, 0.0, 41.9, 1.4, 4.08, -0.18, 0, 58224, 0, -1047
43.06, 15.88, 0.00, 4.76, -3.32, -1.45, 3, 4, 0, 3043, 3166, 0.0, 44.3, 1.4, 4.21, 0.29, 0, 12906, 0, -427
43.07, 15.93, 0.00, -0.98, 4.50, -3.52, 3, 1, 0, 3065, 3112, 0.0, 43.9, 2.8, 5.34, 0.34, 0, 34807, 0, 1234
43.09, 15.93, 0.00, 0.62, -3.86, 3.24, 3, 6, 0, 3114, 3080, 0.0, 42.7, 2.8, 4.91, -0.49, 0, 64647, 0, -1319
43.12, 15.88, 0.00, 2.19, 1.11, -3.30, 3, 5, 0, 3114, 3053, 0.0, 41.9, 1.4, 3.84, -0.34, 0, 27052, 0, 1142
43.14, 15.93, 0.00, -4.22, 3.86, 0.36, 3, 3, 0, 3065, 3114, 0.0, 43.1, 1.4, 4.29, -0.35, 0, 47229, 0, -4
43.18, 15.99, 0.00, 0.54, -4.44, 3.90, 3, 6, 0, 3065, 3138, 0.0, 43.9, 1.4, 4.82, 0.14, 0, 3539, 0, -1201
43.18, 15.93, 0.00, 2.79, 1.85, -4.64, 3, 1, 0, 3090, 3137, 0.0, 43.9, 1.4, 4.37, 0.36, 0, 30331, 0, 1245
43.20, 15.88, 0.00, -2.87, 0.94, 1.93, 3, 2, 0, 3090, 3047, 0.0, 42.3, 1.4, 4.58, 0.18, 0, 53688, 0, -577
43.21, 15.93, 0.00, 4.54, -2.29, -2.25, 3, 4, 0, 3065, 3059, 0.0, 42.3, 1.4, 4.07, -0.07, 0, 12961, 0, -380
43.23, 15.93, 0.00, 1.75, 0.80, -2.55, 3, 1, 0, 3043, 3074, 0.0, 42.3, 1.4, 3.60, -0.08, 0, 31774, 0, 1325
43.26, 15.99, 0.00, -4.66, 3.22, 1.45, 3, 3, 0, 3043, 3117, 0.0, 43.5, 1.4, 4.02, 0.29, 0, 48652, 0, -134
43.28, 15.97, 0.00, -0.66, -2.89, 3.56, 3, 6, 0, 3020, 3035, 0.0, 42.7, 1.4, 4.25, 0.72, 0, 63031, 0, -1363
43.29, 15.84, 0.00, 4.52, -2.59, -1.93, 3, 4, 0, 3043, 3056, 0.0, 42.7, 2.8, 4.78, -0.14, 0, 15884, 0, 73
43.31, 15.94, 0.00, -2.55, 4.96, -2.41, 3, 1, 0, 3065, 3052, 0.0, 41.9, 1.4, 3.67, -0.31, 0, 36307, 0, 1152
43.34, 15.88, 0.00, -4.80, 2.55, 2.25, 3, 2, 0, 3020, 3099, 0.0, 43.1, 1.4, 3.59, 0.40, 0, 52108, 0, -253
43.35, 15.88, 0.00, -1.11, -2.09, 3.20, 3, 6, 0, 3020, 3042, 0.0, 42.3, 1.4, 4.87, -0.24, 0, 63031, 0, -1367
43.38, 15.94, 0.00, 3.78, -2.51, -1.27, 3, 4, 0, 3020, 2997, 0.0, 41.6, 1.4, 4.03, -0.19, 0, 12851, 0, -341
43.40, 15.94, 0.00, 3.82, 0.64, -4.46, 3, 5, 0, 3020, 3073, 0.0, 42.7, 2.8, 4.51, -0.07, 0, 25252, 0, 1129
43.43, 15.88, 0.00, -1.75, 3.36, -1.61, 3, 3, 0, 3020, 3093, 0.0, 43.1, 1.4, 3.99, 0.00, 0, 41185, 0, 685
43.45, 15.93, 0.00, -3.72, -0.48, 4.20, 3, 2, 0, 3020, 3101, 0.0, 43.1, 1.4, 4.37, 0.09, 0, 56542, 0, -976
43.46, 15.84, 0.00, 4.88, -4.56, -0.32, 3, 4, 0, 3065, 3090, 0.0, 43.9, 2.8, 5.59, 0.28, 0, 9961, 0, -851
43.48, 15.85, 0.00, -1.85, 5.07, -3.22, 3, 1, 0, 3114, 3143, 0.0, 43.9, 2.8, 5.32, -0.17, 0, 36451, 0, 1133
43.51, 15.83, 0.00, 1.31, -5.33, 4.02, 3, 6, 0, 3137, 3159, 0.0, 43.9, 2.8, 4.78, -0.20, 0, 2214, 0, -1253
43.53, 15.88, 0.00, 0.04, 2.55, -2.59, 3, 1, 0, 3114, 3061, 0.0, 41.9, 1.4, 3.84, -0.28, 0, 31879, 0, 1281
43.56, 15.94, 0.00, -2.87, -2.11, 4.98, 3, 2, 0, 3090, 3098, 0.0, 43.1, 1.4, 4.32, 0.24, 0, 56712, 0, -786
43.59, 15.88, 0.00, 5.17, -1.95, -3.22, 3, 4, 0, 3090, 3088, 0.0, 43.1, 2.8, 4.81, 0.18, 0, 16045, 0, 30
43.60, 15.84, 0.00, -5.13, 4.00, 1.13, 3, 3, 0, 3090, 3194, 0.0, 44.7, 1.4, 4.68, -0.25, 0, 44277, 0, 435
43.60, 15.94, 0.00, 1.59, -3.22, 1.63, 3, 4, 0, 3114, 3112, 0.0, 43.1, 1.4, 4.63, 0.26, 0, 8509, 0, -993
43.62, 15.88, 0.00, -1.75, 4.16, -2.41, 3, 1, 0, 3114, 3117, 0.0, 43.5, 1.4, 5.01, -0.17, 0, 36451, 0, 1145
43.65, 15.88, 0.00, 2.59, -5.17, 2.57, 3, 6, 0, 3137, 3146, 0.0, 43.9, 2.8, 5.05, -0.08, 0, 3749, 0, -1178
43.67, 15.88, 0.00, -1.17, 4.48, -3.32, 3, 3, 0, 3164, 3269, 0.0, 45.5, 1.4, 4.84, -0.39, 0, 41325, 0, 876
43.70, 15.90, 0.00, 4.90, -2.59, -2.31, 3, 4, 0, 3188, 3208, 0.0, 45.1, 2.8, 4.89, 0.65, 0, 13261, 0, -362
43.71, 15.88, 0.00, -5.17, 1.61, 3.56, 3, 2, 0, 3188, 3208, 0.0, 44.7, 2.8, 5.33, -0.30, 0, 52272, 0, -524
43.73, 15.93, 0.00, 1.27, 2.57, -3.84, 3, 1, 0, 3213, 3193, 0.0, 44.3, 1.4, 4.58, -0.10, 0, 30451, 0, 1241
43.74, 15.99, 0.00, 1.39, -4.04, 2.65, 3, 6, 0, 3188, 3215, 0.0, 44.3, 1.4, 4.28, -0.30, 0, 3899, 0, -1208
43.77, 15.88, 0.00, -3.04, 4.96, -1.93, 3, 3, 0, 3164, 3223, 0.0, 45.1, 1.4, 4.82, 0.45, 0, 41325, 0, 772
43.79, 15.88, 0.00, 5.13, -2.33, -2.79, 3, 4, 0, 3188, 3182, 0.0, 44.7, 2.8, 5.05, 0.32, 0, 14821, 0, -172
43.82, 15.83, 0.00, -4.40, -1.37, 5.77, 3, 2, 0, 3213, 3255, 0.0, 45.5, 2.8, 5.41, -0.33, 0, 57012, 0, -1040
43.84, 15.93, 0.00, -4.04, 5.47, -1.43, 3, 1, 0, 3239, 3213, 0.0, 44.7, 2.8, 4.89, -0.43, 0, 38402, 0, 1020
43.85, 15.93, 0.00, 4.24, -2.25, -1.99, 3, 4, 0, 3188, 3125, 0.0, 43.1, 1.4, 3.80, 0.09, 0, 13261, 0, -320
43.87, 15.94, 0.00, -5.17, 3.86, 1.31, 3, 2, 0, 3188, 3264, 0.0, 45.9, 1.4, 4.72, 0.53, 0, 52272, 0, -430
43.88, 15.93, 0.00, 2.23, 2.25, -4.48, 3, 1, 0, 3213, 3251, 0.0, 45.9, 2.8, 5.52, 0.19, 0, 30451, 0, 1289
43.90, 15.88, 0.00, 6.03, -1.53, -4.50, 3, 4, 0, 3266, 3296, 0.0, 45.9, 2.8, 4.93, 0.08, 0, 16647, 0, 31
43.93, 15.88, 0.00, -1.51, -0.34, 1.85, 3, 6, 0, 3239, 3112, 0.0, 42.7, 1.4, 3.69, 0.02, 0, 63245, 0, -1321
43.98, 15.84, 0.00, -0.62, 4.32, -3.70, 3, 1, 0, 3164, 3248, 0.0, 45.1, 2.8, 4.53, -0.03, 0, 35047, 0, 1183
43.98, 15.92, 0.00, 6.73, -5.15, -1.59, 3, 4, 0, 3213, 3282, 0.0, 46.3, 2.8, 4.88, 0.29, 0, 11749, 0, -471
43.99, 15.93, 0.00, -4.20, -1.61, 5.81, 3, 2, 0, 3213, 3236, 0.0, 45.1, 2.8, 4.60, -0.07, 0, 55440, 0, -840
44.01, 15.94, 0.00, 2.59, 0.86, -3.46, 3, 1, 0, 3188, 3174, 0.0, 43.5, 1.4, 4.25, 0.00, 0, 30427, 0, 1251
44.02, 15.94, 0.00, -0.96, -2.27, 3.24, 3, 6, 0, 3137, 3208, 0.0, 44.7, 1.4, 4.36, 0.14, 0, 64680, 0, -1374
44.06, 15.81, 0.00, -1.75, 5.45, -3.70, 3, 1, 0, 3188, 3297, 0.0, 46.6, 2.8, 5.61, 0.01, 0, 38227, 0, 1105
44.09, 15.84, 0.00, 4.60, -2.99, -1.61, 3, 4, 0, 3213, 3209, 0.0, 44.7, 1.4, 5.10, -0.02, 0, 16465, 0, 113
44.10, 15.84, 0.00, -2.63, -2.43, 5.07, 3, 2, 0, 3188, 3120, 0.0, 43.5, 2.8, 4.64, -0.02, 0, 56952, 0, -985
44.12, 15.88, 0.00, 1.79, 1.43, -3.22, 3, 1, 0, 3164, 3137, 0.0, 43.1, 1.4, 4.23, -0.27, 0, 30403, 0, 1240
44.13, 15.88, 0.00, -2.03, -0.88, 2.91, 3, 6, 0, 3137, 3131, 0.0, 43.1, 1.4, 3.85, -0.11, 0, 63145, 0, -1345
44.16, 15.84, 0.00, 3.90, 0.64, -4.54, 3, 5, 0, 3114, 3131, 0.0, 43.1, 1.4, 4.02, -0.39, 0, 25528, 0, 1144
44.18, 15.88, 0.00, -4.68, 1.89, 2.79, 3, 2, 0, 3090, 3063, 0.0, 42.3, 1.4, 4.26, -0.05, 0, 52176, 0, -246
44.20, 15.94, 0.00, 2.33, -4.28, 1.95, 3, 6, 0, 3065, 3066, 0.0, 42.3, 1.4, 3.84, -0.03, 0, 5039, 0, -1156
